Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,1,11,00:30,UTC,,1009.1,,96,,,-1.9,-2.5,50000,233,3,2
2020,1,11,00:40,UTC,,1009,,96,,,-2.2,-2.8,50000,169,2.8,1.5
2020,1,11,00:50,UTC,,1009,,96,,,-2.2,-2.7,50000,194,3.3,2.4
2020,1,11,01:00,UTC,,1009.3,,96,,,-3,-3.5,50000,204,3.3,2.9
2020,1,11,01:10,UTC,,1009.4,,96,,,-3.4,-3.9,50000,179,3.8,2.6
2020,1,11,01:20,UTC,,1009.3,,97,,,-3.3,-3.7,50000,164,4.8,3.4
2020,1,11,01:30,UTC,,1009.1,,97,,,-3.4,-3.9,50000,152,4.5,3.6
2020,1,11,01:40,UTC,,1009.1,,97,,,-3.1,-3.4,50000,164,4.5,4.1
2020,1,11,01:50,UTC,,1009.1,,97,,,-3.5,-3.9,50000,168,4.9,4.2
2020,1,11,02:00,UTC,,1009.1,,97,,,-3.6,-4,50000,159,4.8,3.9
2020,1,11,02:10,UTC,,1009.3,,98,,,-3.5,-3.8,50000,150,4.2,3.3
2020,1,11,02:20,UTC,,1009.3,,97,,,-3.7,-4.1,50000,153,4,3.3
2020,1,11,02:30,UTC,,1009.4,,97,,,-3.8,-4.1,50000,154,4.1,3.4
2020,1,11,02:40,UTC,,1009.4,,97,,,-3.7,-4.1,50000,158,3.9,3.3
2020,1,11,02:50,UTC,,1009.7,,97,,,-3.6,-4,50000,161,3.9,3.2
2020,1,11,03:00,UTC,,1009.7,,97,,,-3.6,-4,50000,150,3.6,3
2020,1,11,03:10,UTC,,1009.7,,97,,,-3.6,-4,50000,148,4,3.3
2020,1,11,03:20,UTC,,1009.5,,97,,,-3.6,-4.1,50000,151,4.2,3.3
2020,1,11,03:30,UTC,,1009.4,,97,,,-3.5,-3.9,50000,159,4.3,3.5
2020,1,11,03:40,UTC,,1009.1,,97,,,-3.5,-3.8,50000,165,4.5,3.9
2020,1,11,03:50,UTC,,1009.3,,97,,,-3.6,-4,50000,170,4.1,3.5
2020,1,11,04:00,UTC,,1009.1,,97,,,-3.9,-4.2,50000,184,4.1,3.5
2020,1,11,04:10,UTC,,1009.1,,97,,,-3.9,-4.2,50000,174,4.5,3.7
2020,1,11,04:20,UTC,,1009,,97,,,-3.6,-4,50000,174,4.3,3.5
2020,1,11,04:30,UTC,,1009.3,,97,,,-3.4,-3.8,50000,191,4.7,3.8
2020,1,11,04:40,UTC,,1009.5,,97,,,-3.6,-4.1,50000,180,4.3,3.5
2020,1,11,04:50,UTC,,1009.5,,97,,,-3.7,-4.1,50000,166,4.3,3.2
2020,1,11,05:00,UTC,,1009.4,,97,,,-3.5,-4,50000,189,4.8,3.8
2020,1,11,05:10,UTC,,1009.3,,97,,,-3.7,-4.2,50000,181,4.7,4.1
2020,1,11,05:20,UTC,,1009.3,,97,,,-3.8,-4.2,50000,169,4.9,4.1
2020,1,11,05:30,UTC,,1009.1,,97,,,-3.5,-4,50000,166,5.1,4.3
2020,1,11,05:40,UTC,,1009,,97,,,-3.7,-4.1,50000,168,5,4.2
2020,1,11,05:50,UTC,,1008.9,,97,,,-3.9,-4.4,50000,157,4.8,4
2020,1,11,06:00,UTC,,1009,,97,,,-3.7,-4.2,50000,164,4.5,3.9
2020,1,11,06:10,UTC,,1008.7,,97,,,-3.9,-4.3,50000,161,4.8,4
2020,1,11,06:20,UTC,,1008.5,,97,,,-3.8,-4.2,50000,161,5.3,4.1
2020,1,11,06:30,UTC,,1008.6,,97,,,-3.5,-3.9,50000,164,5.5,4.7
2020,1,11,06:40,UTC,,1008.3,,97,,,-3.2,-3.5,50000,167,5.7,4.9
2020,1,11,06:50,UTC,,1008.3,,97,,,-3.2,-3.7,50000,167,6.3,5.2
2020,1,11,07:00,UTC,,1008.3,,97,,,-3.1,-3.5,50000,172,6.7,5.5
2020,1,11,07:10,UTC,,1008.4,,97,,,-3.1,-3.5,50000,168,5.7,4.7
2020,1,11,07:20,UTC,,1008.4,,96,,,-3.2,-3.7,50000,159,5.2,3.8
2020,1,11,07:30,UTC,,1008.5,,96,,,-2.9,-3.4,50000,153,4.9,4.1
2020,1,11,07:40,UTC,,1008.4,,96,,,-2.8,-3.3,50000,170,5.7,4.7
2020,1,11,07:50,UTC,,1008.3,,96,,,-3,-3.5,50000,165,5.5,4.7
2020,1,11,08:00,UTC,,1008,,97,,,-3.1,-3.6,49900,154,5.4,4.5
2020,1,11,08:10,UTC,,1007.9,,97,,,-3.1,-3.5,48850,157,6.5,5.4
2020,1,11,08:20,UTC,,1007.8,,97,,,-3.3,-3.8,46380,153,6.9,5.6
2020,1,11,08:30,UTC,,1007.3,,97,,,-3.1,-3.5,49150,146,7,5.3
2020,1,11,08:40,UTC,,1007,,96,,,-2.9,-3.4,50000,145,7.6,5.9
2020,1,11,08:50,UTC,,1006.9,,96,,,-2.8,-3.4,50000,147,7.6,5.8
2020,1,11,09:00,UTC,,1007,,96,,,-2.8,-3.4,50000,152,7.3,6
2020,1,11,09:10,UTC,,1006.5,,96,,,-2.8,-3.3,50000,151,7.7,5.9
2020,1,11,09:20,UTC,,1006.5,,95,,,-2.7,-3.3,50000,149,7.4,5.6
2020,1,11,09:30,UTC,,1006.6,,95,,,-2.6,-3.3,50000,154,6.5,5.2
2020,1,11,09:40,UTC,,1006.1,,95,,,-2.7,-3.3,50000,151,7.1,5.7
2020,1,11,09:50,UTC,,1005.7,,95,,,-2.6,-3.3,50000,149,7.5,5.9
2020,1,11,10:00,UTC,,1005.2,,94,,,-2.4,-3.3,,146,8.4,6.5
2020,1,11,10:10,UTC,,1004.5,,94,,,-2.5,-3.4,50000,147,8.9,6.7
2020,1,11,10:20,UTC,,1004.2,,93,,,-2.6,-3.5,50000,148,8.6,6.5
2020,1,11,10:30,UTC,,1004.2,,93,,,-2.5,-3.5,50000,145,8,6
2020,1,11,10:40,UTC,,1004.1,,93,,,-2.4,-3.4,50000,149,7.3,5.7
2020,1,11,10:50,UTC,,1004,,93,,,-2.3,-3.4,50000,149,7.4,5.6
2020,1,11,11:00,UTC,,1003.9,,92,,,-2.1,-3.2,50000,154,8.8,6.5
2020,1,11,11:10,UTC,,1003.7,,92,,,-2.1,-3.3,50000,148,7.8,6
2020,1,11,11:20,UTC,,1003.8,,92,,,-2.1,-3.2,50000,153,8.8,6.2
2020,1,11,11:30,UTC,,1003.6,,92,,,-2,-3.1,50000,157,8.9,7.4
2020,1,11,11:40,UTC,,1003.4,,91,,,-1.8,-3,50000,158,9.4,7.8
2020,1,11,11:50,UTC,,1003,,91,,,-1.8,-3.1,50000,158,9.8,8.5
2020,1,11,12:00,UTC,,1002.5,,91,,,-1.9,-3.1,50000,152,10.1,7.2
2020,1,11,12:10,UTC,,1002.1,,92,,,-1.7,-2.8,50000,151,10,8
2020,1,11,12:20,UTC,,1001.7,,91,,,-1.6,-2.9,50000,156,10.9,7.9
2020,1,11,12:30,UTC,,1001.3,,91,,,-1.5,-2.7,50000,158,11,9.1
2020,1,11,12:40,UTC,,1000.9,,91,,,-1.5,-2.7,50000,160,11,9.2
2020,1,11,12:50,UTC,,1000.5,,92,,,-1.5,-2.7,50000,157,10.6,8.7
2020,1,11,13:00,UTC,,1000.1,,91,,,-1.5,-2.8,50000,156,10.7,8.8
2020,1,11,13:10,UTC,,999.6,,91,,,-1.3,-2.6,50000,152,9.9,7.5
2020,1,11,13:20,UTC,,998.7,,89,,,-1,-2.7,50000,151,10.2,7.7
2020,1,11,13:30,UTC,,998.5,,88,,,-1,-2.7,50000,147,11.4,8.4
2020,1,11,13:40,UTC,,997.9,,89,,,-1,-2.6,50000,157,12.6,9.8
2020,1,11,13:50,UTC,,997.7,,88,,,-0.9,-2.7,50000,156,12.9,9.8
2020,1,11,14:00,UTC,,997.4,,89,,,-1,-2.5,50000,151,11.2,8.6
2020,1,11,14:10,UTC,,996.9,,87,,,-0.6,-2.5,50000,159,12.8,10.8
2020,1,11,14:20,UTC,,996.1,,85,,,-0.5,-2.7,50000,158,12.9,10.8
2020,1,11,14:30,UTC,,996.2,,83,,,-0.3,-2.8,50000,160,12.6,10.7
2020,1,11,14:40,UTC,,996.1,,83,,,-0.3,-2.8,50000,164,11.1,9.4
2020,1,11,14:50,UTC,,995.8,,82,,,-0.1,-2.8,50000,166,11.4,9.1
2020,1,11,15:00,UTC,,995.7,,81,,,0,-2.8,50000,169,11.2,8.8
2020,1,11,15:10,UTC,,995.5,,80,,,0.3,-2.8,21910,175,11.7,9.5
2020,1,11,15:20,UTC,,995,,81,,,0.4,-2.5,7290,181,11.9,10
2020,1,11,15:30,UTC,,994.4,,79,,,0.6,-2.6,31020,185,13.7,11.1
2020,1,11,15:40,UTC,,994,,80,,,0.6,-2.6,50000,182,12.7,10.5
2020,1,11,15:50,UTC,,993.5,,80,,,0.6,-2.5,50000,176,12.7,10.4
2020,1,11,16:00,UTC,,993.1,,78,,,0.7,-2.7,50000,177,13.5,11.1
2020,1,11,16:10,UTC,,992.9,,79,,,0.6,-2.6,50000,180,13.3,10.9
2020,1,11,16:20,UTC,,992.8,,79,,,0.9,-2.5,50000,183,13.8,11.2
2020,1,11,16:30,UTC,,992.7,,79,,,0.8,-2.3,50000,187,14.6,11
2020,1,11,16:40,UTC,,992.4,,81,,,0.7,-2.1,50000,187,13.8,10.9
2020,1,11,16:50,UTC,,992.1,,83,,,0.7,-1.8,16740,185,12.7,10.7
2020,1,11,17:00,UTC,,991.9,,83,,,0.7,-1.8,9640,181,13.1,10.5
2020,1,11,17:10,UTC,,991.5,,87,,,0.4,-1.4,5880,182,12.5,10.3
2020,1,11,17:20,UTC,,991.6,,92,,,0.1,-1.1,4550,182,11.7,9.2
2020,1,11,17:30,UTC,,991.3,,94,,,0.1,-0.8,6190,181,11.2,9.2
2020,1,11,17:40,UTC,,991.1,,95,,,-0.1,-0.8,2650,180,10.7,8.8
2020,1,11,17:50,UTC,,991,,96,,,-0.1,-0.7,1940,182,10.9,8.8
2020,1,11,18:00,UTC,,991.1,,97,,,-0.1,-0.5,1580,187,10.8,8.5
2020,1,11,18:10,UTC,,990.6,,97,,,0,-0.4,1370,191,10.2,8.3
2020,1,11,18:20,UTC,,990.8,,97,,,0,-0.3,1530,194,11,8.7
2020,1,11,18:30,UTC,,990.4,,98,,,0,-0.3,1840,193,10.4,8.4
2020,1,11,18:40,UTC,,989.9,,98,,,0.1,-0.2,2110,191,10.3,8.1
2020,1,11,18:50,UTC,,989.8,,98,,,0.1,-0.2,2450,192,10.2,8.4
2020,1,11,19:00,UTC,,989.1,,98,,,0.2,-0.1,2740,192,9.5,7.8
2020,1,11,19:10,UTC,,989,,98,,,0.2,0,3090,192,9,7.3
2020,1,11,19:20,UTC,,989.3,,98,,,0.2,0,2110,198,8.7,7
2020,1,11,19:30,UTC,,989.4,,98,,,0.3,0,3250,203,9.3,7.5
2020,1,11,19:40,UTC,,989.2,,98,,,0.3,0.1,7130,203,10.2,7.6
2020,1,11,19:50,UTC,,988.7,,98,,,0.5,0.2,7120,200,10.8,7.9
2020,1,11,20:00,UTC,,988.1,,98,,,0.6,0.3,13210,202,11.4,7.6
2020,1,11,20:10,UTC,,988.4,,97,,,0.7,0.3,25690,204,10.2,7.5
2020,1,11,20:20,UTC,,988.1,,97,,,1,0.5,21940,204,11.8,7.5
2020,1,11,20:30,UTC,,987.8,,96,,,1.2,0.6,16030,206,11.9,8.1
2020,1,11,20:40,UTC,,988.1,,96,,,1.4,0.8,26980,210,13.3,8.9
2020,1,11,20:50,UTC,,987.5,,96,,,1.4,0.8,36290,212,15.5,8.9
2020,1,11,21:00,UTC,,987.4,,96,,,1.6,1,45280,206,11.6,8.6
2020,1,11,21:10,UTC,,987.1,,94,,,1.9,1.1,18580,212,13.4,9.9
2020,1,11,21:20,UTC,,986.9,,95,,,1.8,1,11620,214,13.7,9.9
2020,1,11,21:30,UTC,,986.6,,96,,,1.8,1.2,12550,213,13.4,10.6
2020,1,11,21:40,UTC,,986.2,,95,,,1.8,1.1,23730,213,14.1,10.8
2020,1,11,21:50,UTC,,986,,95,,,1.9,1.2,42050,213,13.4,11.2
2020,1,11,22:00,UTC,,986,,93,,,1.9,1,45290,217,13.6,11.3
2020,1,11,22:10,UTC,,985.9,,92,,,2.1,1,38030,221,14.6,10.9
2020,1,11,22:20,UTC,,985.7,,92,,,2.3,1.2,42620,223,16.7,11.8
2020,1,11,22:30,UTC,,985.5,,92,,,2.4,1.2,44270,226,15.8,12.1
2020,1,11,22:40,UTC,,985.4,,92,,,2.4,1.1,46960,227,16,12.4
2020,1,11,22:50,UTC,,985.4,,92,,,2.4,1.2,42990,226,18.3,12.1
2020,1,11,23:00,UTC,,985.2,,91,,,2.5,1.2,50000,228,17.1,12.6
2020,1,11,23:10,UTC,,985,,92,,,2.4,1.2,47430,229,17.1,12.3
2020,1,11,23:20,UTC,,984.8,,92,,,2.5,1.3,49440,229,16.1,11.8
2020,1,11,23:30,UTC,,984.8,,91,,,2.6,1.3,50000,228,15,11.7
2020,1,11,23:40,UTC,,984.5,,91,,,2.6,1.3,50000,229,15.7,11.7
2020,1,11,23:50,UTC,,984.2,,90,,,2.6,1.2,50000,226,17.1,12.3
2020,1,12,00:00,UTC,,984.2,,90,,,2.6,1.2,50000,229,14.7,11.3
2020,1,12,00:10,UTC,,984.1,,90,,,2.5,1,50000,229,14.6,11.4
2020,1,12,00:20,UTC,,984,,91,,,2.8,1.4,50000,231,17,12.5
2020,1,12,00:30,UTC,,984.1,,90,,,2.7,1.2,50000,232,15.8,12.6
2020,1,12,00:40,UTC,,983.6,,89,,,3,1.3,50000,230,15.8,12.2
2020,1,12,00:50,UTC,,983.4,,89,,,2.8,1.2,50000,227,15.7,12.5
2020,1,12,01:00,UTC,,983.3,,90,,,2.8,1.3,50000,227,15,11.3
2020,1,12,01:10,UTC,,983.2,,89,,,2.9,1.3,50000,225,15.2,11.8
2020,1,12,01:20,UTC,,983.2,,88,,,2.8,1.1,50000,225,16.8,12.4
2020,1,12,01:30,UTC,,982.9,,89,,,2.9,1.2,50000,226,15.9,11.9
2020,1,12,01:40,UTC,,983.1,,88,,,2.9,1.1,50000,229,14.9,11.4
2020,1,12,01:50,UTC,,982.9,,88,,,2.8,1.1,50000,231,14.9,11.6
2020,1,12,02:00,UTC,,982.9,,88,,,2.8,1,50000,233,15.4,12
2020,1,12,02:10,UTC,,982.8,,88,,,2.9,1.1,50000,231,15.6,12.2
2020,1,12,02:20,UTC,,982.6,,89,,,3,1.3,50000,232,15.4,12.3
2020,1,12,02:30,UTC,,982.4,,87,,,3.1,1.1,50000,233,15.6,12.7
2020,1,12,02:40,UTC,,982.3,,86,,,3.1,1,50000,234,15.6,13.1
2020,1,12,02:50,UTC,,982.2,,85,,,3.4,1.1,50000,233,17.7,13.2
2020,1,12,03:00,UTC,,982.2,,85,,,3.1,0.8,50000,234,19.1,13.7
2020,1,12,03:10,UTC,,982,,85,,,3.4,1.1,50000,238,16.9,13.8
2020,1,12,03:20,UTC,,982.3,,85,,,3.3,1,50000,239,18,13.5
2020,1,12,03:30,UTC,,982.4,,86,,,3,0.9,50000,241,17.3,12.9
2020,1,12,03:40,UTC,,982.2,,87,,,3.2,1.2,50000,240,17.4,13.4
2020,1,12,03:50,UTC,,982.5,,86,,,3.2,1.1,50000,241,16.5,13.6
2020,1,12,04:00,UTC,,982.4,,86,,,3.3,1.1,50000,241,18,14.6
2020,1,12,04:10,UTC,,982.4,,87,,,2.9,1,50000,241,17,13.4
2020,1,12,04:20,UTC,,982.3,,87,,,3.1,1.1,50000,241,17.1,13.7
2020,1,12,04:30,UTC,,982.4,,86,,,3.1,1,50000,240,16.6,13.6
2020,1,12,04:40,UTC,,982.3,,87,,,2.8,0.8,50000,241,16.5,12.7
2020,1,12,04:50,UTC,,982.2,,87,,,2.9,0.9,50000,239,15.2,12.5
2020,1,12,05:00,UTC,,982.2,,87,,,2.9,0.9,50000,238,15.7,12.1
2020,1,12,05:10,UTC,,982.3,,86,,,2.8,0.8,50000,241,18,12.9
2020,1,12,05:20,UTC,,982.5,,87,,,2.8,0.8,50000,244,16,12.6
2020,1,12,05:30,UTC,,982.6,,87,,,2.6,0.6,50000,246,15.9,12.4
2020,1,12,05:40,UTC,,982.6,,87,,,2.6,0.7,50000,245,16.4,12.8
2020,1,12,05:50,UTC,,982.6,,86,,,2.9,0.7,50000,246,15.7,12.5
2020,1,12,06:00,UTC,,982.6,,85,,,2.7,0.5,50000,245,14.6,12.3
2020,1,12,06:10,UTC,,982.5,,85,,,2.8,0.5,50000,247,14.7,11.8
2020,1,12,06:20,UTC,,982.5,,84,,,3,0.5,50000,246,14.7,11.1
2020,1,12,06:30,UTC,,982.6,,82,,,3,0.3,50000,247,15,12.2
2020,1,12,06:40,UTC,,982.7,,82,,,3,0.2,50000,248,15.2,12.4
2020,1,12,06:50,UTC,,982.7,,80,,,3.2,0.2,48510,249,16.6,12.6
2020,1,12,07:00,UTC,,982.6,,80,,,3.1,0,50000,248,17.9,12.7
2020,1,12,07:10,UTC,,982.9,,80,,,3.2,0.1,47150,249,15.4,11.8
2020,1,12,07:20,UTC,,982.8,,79,,,3.1,-0.1,47020,247,15.5,12.2
2020,1,12,07:30,UTC,,982.9,,81,,,2.9,-0.1,47910,247,13.9,11.3
2020,1,12,07:40,UTC,,982.9,,80,,,3.1,0,47680,248,14.2,11.1
2020,1,12,07:50,UTC,,982.9,,79,,,3.2,0,36660,250,14.3,11.2
2020,1,12,08:00,UTC,,982.9,,79,,,3.1,-0.1,43230,250,13.3,11.1
2020,1,12,08:10,UTC,,983,,80,,,3.1,-0.1,41370,252,14.4,11.4
2020,1,12,08:20,UTC,,982.9,,81,,,2.9,-0.1,42410,253,15.9,12.2
2020,1,12,08:30,UTC,,983.1,,79,,,3,-0.2,41250,253,18.1,13.7
2020,1,12,08:40,UTC,,983.3,,79,,,3.2,-0.1,38300,254,16.7,13.1
2020,1,12,08:50,UTC,,983.6,,79,,,3.1,-0.2,38130,253,16,12.7
2020,1,12,09:00,UTC,,983.6,,81,,,3,0,40020,251,15.1,12.3
2020,1,12,09:10,UTC,,983.7,,78,,,3.5,0,40570,254,16.9,12.4
2020,1,12,09:20,UTC,,983.7,,80,,,3,-0.1,39000,256,15.4,12.1
2020,1,12,09:30,UTC,,983.7,,81,,,2.6,-0.3,38100,256,13.6,11.1
2020,1,12,09:40,UTC,,983.7,,80,,,2.8,-0.3,39430,254,13.3,11.2
2020,1,12,09:50,UTC,,983.8,,83,,,2.6,0,34330,252,13.7,11.1
2020,1,12,10:00,UTC,,983.9,,85,,,2.4,0.2,36840,250,14.6,11.9
2020,1,12,10:10,UTC,,984,,86,,,2.4,0.3,40990,251,15.2,12.2
2020,1,12,10:20,UTC,,984.2,,86,,,2.4,0.3,47290,254,16.1,12.3
2020,1,12,10:30,UTC,,984.3,,85,,,2.5,0.3,43720,255,14.8,11.4
2020,1,12,10:40,UTC,,984.3,,84,,,2.5,0.1,45720,255,15.3,12.4
2020,1,12,10:50,UTC,,984.5,,84,,,2.4,0,47480,256,14.9,12.4
2020,1,12,11:00,UTC,,984.5,,84,,,2.6,0.1,48040,256,14.2,11.7
2020,1,12,11:10,UTC,,984.6,,82,,,2.5,-0.2,50000,257,14.5,12.1
2020,1,12,11:20,UTC,,984.8,,82,,,2.6,-0.2,42740,258,13.4,11.2
2020,1,12,11:30,UTC,,984.9,,81,,,2.5,-0.5,40180,260,14,11.3
2020,1,12,11:40,UTC,,984.9,,81,,,2.5,-0.5,46460,260,14.4,11.4
2020,1,12,11:50,UTC,,985.1,,79,,,2.6,-0.6,41040,263,14.8,12
2020,1,12,12:00,UTC,,985.3,,80,,,2.3,-0.8,43500,265,14.4,11.4
2020,1,12,12:10,UTC,,985.3,,78,,,2.4,-1.1,38850,264,14.6,11.7
2020,1,12,12:20,UTC,,985.5,,77,,,2.5,-1.1,31440,264,14,11.5
2020,1,12,12:30,UTC,,985.7,,78,,,2.3,-1.2,33450,266,13.2,10.7
2020,1,12,12:40,UTC,,985.9,,77,,,2.3,-1.2,37760,262,13.5,10.8
2020,1,12,12:50,UTC,,986.1,,77,,,2.4,-1.2,29830,259,12.3,9.9
2020,1,12,13:00,UTC,,986.1,,77,,,2.2,-1.4,32150,258,12.3,9.7
2020,1,12,13:10,UTC,,986,,76,,,2.3,-1.6,31790,256,11.6,9.7
2020,1,12,13:20,UTC,,986.3,,74,,,2.2,-2,30910,262,12.4,10
2020,1,12,13:30,UTC,,986.4,,75,,,1.9,-2,25920,266,11.1,9.4
2020,1,12,13:40,UTC,,986.3,,76,,,1.9,-1.8,26530,263,11.3,8.9
2020,1,12,13:50,UTC,,986.4,,76,,,1.9,-1.9,27140,260,10.5,8.8
2020,1,12,14:00,UTC,,986.5,,76,,,1.9,-1.8,26060,261,10.3,8.5
2020,1,12,14:10,UTC,,986.6,,76,,,1.9,-1.8,24110,258,9.2,7.5
2020,1,12,14:20,UTC,,986.7,,79,,,1.5,-1.7,25160,251,7.8,5.9
2020,1,12,14:30,UTC,,986.8,,83,,,1,-1.6,24630,247,8.2,6.6
2020,1,12,14:40,UTC,,987,,80,,,1.3,-1.7,24220,248,9.1,8
2020,1,12,14:50,UTC,,987.3,,81,,,1.3,-1.7,23970,248,9.6,7.7
2020,1,12,15:00,UTC,,987.6,,79,,,1.3,-1.9,21800,254,9.7,7.6
2020,1,12,15:10,UTC,,987.7,,79,,,1.5,-1.9,22620,259,10.1,8
2020,1,12,15:20,UTC,,987.8,,77,,,1.5,-2,22110,252,10.9,8.3
2020,1,12,15:30,UTC,,987.9,,77,,,1.6,-2,22410,254,11.6,8.7
2020,1,12,15:40,UTC,,988,,79,,,1.4,-1.8,20950,252,11.5,9.2
2020,1,12,15:50,UTC,,988.1,,81,,,1.3,-1.6,19180,256,11.1,9.3
2020,1,12,16:00,UTC,,988.2,,82,,,1.3,-1.4,19920,257,12.7,9.9
2020,1,12,16:10,UTC,,988.2,,82,,,1.3,-1.4,19960,258,12.7,10.6
2020,1,12,16:20,UTC,,988.3,,83,,,1.3,-1.3,20370,259,12.5,10.6
2020,1,12,16:30,UTC,,988.3,,82,,,1.3,-1.4,20020,257,12.5,10.7
2020,1,12,16:40,UTC,,988.3,,82,,,1.2,-1.5,19950,258,12.4,10.2
2020,1,12,16:50,UTC,,988.3,,80,,,1.3,-1.7,20400,261,12,9.9
2020,1,12,17:00,UTC,,988.3,,81,,,1.3,-1.7,20200,261,11.9,9.9
2020,1,12,17:10,UTC,,988.4,,81,,,1.3,-1.7,20080,262,10.9,8.8
2020,1,12,17:20,UTC,,988.5,,80,,,1.4,-1.6,20100,264,10.6,8.1
2020,1,12,17:30,UTC,,988.6,,81,,,1.2,-1.7,19350,265,9.3,7.7
2020,1,12,17:40,UTC,,988.4,,81,,,1.3,-1.6,20350,265,10.7,8.2
2020,1,12,17:50,UTC,,988.3,,81,,,1.3,-1.6,20580,264,10.7,8.9
2020,1,12,18:00,UTC,,988.5,,82,,,1.3,-1.5,20950,264,10.2,8.8
2020,1,12,18:10,UTC,,988.5,,82,,,1.2,-1.5,20010,267,10.8,8.9
2020,1,12,18:20,UTC,,988.4,,82,,,1.3,-1.4,20810,266,9.4,8.2
2020,1,12,18:30,UTC,,988.4,,83,,,1.2,-1.3,22090,267,8.8,7.6
2020,1,12,18:40,UTC,,988.7,,84,,,1.2,-1.3,21530,269,9.3,7.3
2020,1,12,18:50,UTC,,988.7,,85,,,1,-1.3,21770,266,8.2,7.3
2020,1,12,19:00,UTC,,988.8,,85,,,0.9,-1.3,22960,263,8.3,7.1
2020,1,12,19:10,UTC,,988.9,,86,,,0.9,-1.3,22490,267,7.7,6.5
2020,1,12,19:20,UTC,,989,,86,,,0.7,-1.4,22130,264,7.9,6.8
2020,1,12,19:30,UTC,,989.1,,86,,,0.7,-1.3,23900,264,8.2,7.1
2020,1,12,19:40,UTC,,989.1,,87,,,0.6,-1.4,24240,260,7.2,6.1
2020,1,12,19:50,UTC,,989.3,,86,,,0.6,-1.5,24070,254,6.8,5.8
2020,1,12,20:00,UTC,,989.3,,87,,,0.4,-1.5,24860,250,6.6,5.6
2020,1,12,20:10,UTC,,989.5,,88,,,-0.2,-1.8,24090,242,6.3,4.9
2020,1,12,20:20,UTC,,989.9,,90,,,-0.1,-1.6,24640,237,6.1,4.8
2020,1,12,20:30,UTC,,989.9,,90,,,0.1,-1.4,26000,244,5.4,4
2020,1,12,20:40,UTC,,990.1,,89,,,0.1,-1.5,28100,246,6.1,4.9
2020,1,12,20:50,UTC,,990.2,,88,,,0.4,-1.3,30070,254,6.6,5.1
2020,1,12,21:00,UTC,,990.3,,88,,,0.3,-1.5,31840,255,7,5.8
2020,1,12,21:10,UTC,,990.5,,88,,,0.3,-1.5,30750,258,6.5,5.3
2020,1,12,21:20,UTC,,990.5,,89,,,0.2,-1.5,33820,265,6.4,5.3
2020,1,12,21:30,UTC,,990.6,,88,,,0.1,-1.6,39500,267,8.5,6.7
2020,1,12,21:40,UTC,,990.7,,89,,,0.1,-1.6,36860,266,7.8,6.9
2020,1,12,21:50,UTC,,990.7,,88,,,-0.2,-1.9,39460,269,8.2,6.9
2020,1,12,22:00,UTC,,990.8,,88,,,0,-1.7,43150,269,7.7,6.5
2020,1,12,22:10,UTC,,991,,88,,,-0.2,-2,46900,270,7.3,6.1
2020,1,12,22:20,UTC,,991,,89,,,-0.1,-1.7,49810,263,7,6.1
2020,1,12,22:30,UTC,,991.2,,88,,,0,-1.7,50000,258,7.2,6.4
2020,1,12,22:40,UTC,,991.1,,88,,,0,-1.8,50000,260,6.9,5.7
2020,1,12,22:50,UTC,,991.2,,88,,,-0.1,-1.8,48970,262,5.6,4.8
2020,1,12,23:00,UTC,,991.4,,88,,,-0.1,-1.9,50000,253,4.7,3.8
2020,1,12,23:10,UTC,,991.5,,88,,,0,-1.8,50000,251,4.7,3.8
2020,1,12,23:20,UTC,,991.6,,89,,,-0.4,-1.9,50000,244,4.4,4
2020,1,12,23:30,UTC,,991.7,,90,,,-0.5,-1.9,50000,229,4.4,3.5
2020,1,12,23:40,UTC,,991.9,,91,,,-1.1,-2.4,50000,220,4.2,3.3
2020,1,12,23:50,UTC,,992,,92,,,-1.1,-2.3,50000,225,4.9,3.6
2020,1,13,00:00,UTC,,992,,92,,,-0.9,-2,50000,230,5.2,4.7
2020,1,13,00:10,UTC,,992.1,,92,,,-0.9,-2,50000,240,5.6,5
2020,1,13,00:20,UTC,,992.1,,91,,,-0.5,-1.7,50000,248,6.3,5.5
2020,1,13,00:30,UTC,,992.2,,91,,,-0.5,-1.8,50000,246,7.4,6
2020,1,13,00:40,UTC,,992.2,,92,,,-0.6,-1.8,50000,240,7.6,6.6
2020,1,13,00:50,UTC,,992.3,,91,,,-0.4,-1.7,50000,236,8.4,6.9
2020,1,13,01:00,UTC,,992.3,,90,,,-0.3,-1.8,50000,236,7.5,6
2020,1,13,01:10,UTC,,992.4,,90,,,-0.4,-1.9,50000,234,6.4,5.3
2020,1,13,01:20,UTC,,992.4,,90,,,-0.3,-1.7,50000,231,5.2,4.3
2020,1,13,01:30,UTC,,992.5,,90,,,-0.3,-1.7,50000,229,5.5,4.5
2020,1,13,01:40,UTC,,992.4,,91,,,-0.6,-1.9,50000,228,6.9,4.6
2020,1,13,01:50,UTC,,992.4,,91,,,-0.2,-1.5,50000,236,8,6.2
